#{"t_start": 1709266852.2779326, "env_id": "None"}
r,l,t
809.9978,18,22248.433471
833.3042,18,22248.433536
798.00134,18,22248.433549
817.54114,18,22248.43356
824.9989,18,22254.643533
800.2812,18,22254.643597
809.26685,18,22254.643611
804.62537,18,22262.038034
771.899,19,22274.096845
790.35516,18,22293.123874
802.021,18,22302.662368
805.00037,18,22302.662422
821.66705,18,22302.662436
810.58624,18,22310.830467
764.9497,19,22310.83053
774.1825,19,22318.364399
788.59344,19,22318.36446
763.8967,19,22325.82151
796.8959,18,22336.318012
802.48346,19,22354.402274
810.36115,18,22360.72562
777.02246,18,22360.725682
793.45905,19,22368.395472
798.45715,18,22368.395534
813.8604,18,22376.705935
749.08997,19,22376.705993
806.87604,18,22376.706008
756.194,19,22387.672149
769.2156,19,22398.461775
783.39026,19,22416.553383
801.9558,18,22416.553449
796.58704,18,22425.133963
766.9574,19,22425.134024
811.70856,18,22425.134038
-0.3339386,18,22431.523748
783.1982,18,22431.523807
751.39545,19,22437.863245
772.8491,19,22446.451061
825.81433,18,22455.856432
830.8002,18,22473.015358
810.24854,18,22473.015417
813.24646,18,22479.319416
792.2017,18,22479.319477
778.2553,19,22485.587149
821.2446,18,22492.644458
798.45416,19,22492.644519
804.4619,19,22492.644533
816.1022,18,22502.160118
809.41174,18,22511.645638
812.6322,18,22535.803191
795.2845,18,22535.803246
777.96185,18,22544.968074
788.68726,18,22551.291351
778.6566,19,22551.291414
799.67737,18,22558.928519
829.2605,18,22558.928585
815.79584,18,22558.928596
797.03754,18,22570.95981
785.6762,18,22581.98423
326.58405,17,22599.327369
808.5022,19,22608.157174
855.59955,18,22608.157234
35.337692,18,22616.102636
369.59467,17,22616.102702
837.7098,18,22623.478423
161.88174,18,22623.478481
770.3689,19,22623.478494
806.44763,19,22636.108745
816.73553,18,22642.618472
891.3297,18,22660.985103
838.1305,18,22671.735117
858.4724,18,22671.735185
858.40717,18,22679.396077
300.94977,18,22679.396142
92.24071,18,22685.823954
851.08905,18,22685.824009
811.8268,19,22692.101039
331.89233,17,22699.74979
278.75446,17,22706.337497
100.69289,18,22726.720967
255.85983,18,22737.752968
299.12732,18,22737.753028
882.2307,18,22745.467114
865.5388,18,22745.467178
827.5449,18,22751.945384
340.3201,17,22751.945441
848.5869,19,22759.644809
295.19766,18,22766.071117
864.30194,18,22772.558151
811.16876,18,22791.286009
378.6929,17,22802.459852
867.11804,18,22802.459912
307.34726,18,22802.459926
846.26587,18,22809.789215
337.42535,17,22809.789282
290.99994,18,22818.146968
843.0605,18,22825.860244
189.64972,18,22832.197804
281.2782,18,22841.579051
880.9554,18,22862.329097
843.74554,18,22874.125169
212.34497,18,22874.125234
339.72235,17,22874.125248
831.98627,18,22874.125258
835.93884,18,22881.500432
845.22095,18,22889.56121
872.5459,18,22898.004721
861.2864,18,22904.28828
208.26514,18,22911.50325
847.2323,18,22930.110589
849.5761,18,22942.296227
838.49756,18,22942.29629
843.94257,18,22942.296303
351.31107,17,22949.590143
799.1423,19,22949.590203
838.69574,18,22949.590217
858.963,18,22960.660326
833.5951,18,22969.04742
301.1882,18,22977.717686
-12.186455,19,23004.958618
855.209,18,23012.343436
158.82587,18,23012.343494
839.5357,19,23020.406033
243.9784,18,23020.406095
123.90485,18,23020.406108
730.3725,18,23020.406119
134.9187,18,23031.385372
824.37665,19,23041.357205
840.22687,19,23047.674531
801.0871,19,23068.297027
844.4666,18,23076.193012
836.9547,18,23076.193071
828.1078,18,23076.193084
795.55133,19,23076.193094
861.52234,18,23076.193104
782.18286,19,23076.193114
836.6161,18,23085.937896
850.64606,18,23095.561306
846.0461,18,23104.87506
837.89746,18,23126.998961
838.1546,18,23126.999026
832.56683,18,23126.999039
742.07446,19,23126.99905
856.6588,18,23126.999059
775.2107,19,23133.330206
829.1254,18,23140.654279
715.23474,20,23140.654334
847.691,18,23150.461878
816.8321,18,23156.780275
818.8759,18,23177.309593
815.3026,18,23177.309657
817.2062,18,23177.30967
841.61566,18,23177.309681
803.58636,19,23185.864633
821.157,18,23193.378822
838.0882,18,23193.378886
780.4199,19,23193.378899
845.2052,18,23203.184822
842.8785,18,23209.494965
818.5837,18,23250.812672
818.5837,18,23250.81273
818.5837,18,23250.812744
818.5837,18,23250.812755
818.5837,18,23250.812764
818.5837,18,23250.812774
818.5837,18,23250.812783
818.5837,18,23250.812793
818.5837,18,23250.812803
818.5837,18,23250.812812
793.10913,17,23276.387941
919.456,17,23276.388008
882.45685,17,23276.388022
917.60046,17,23276.388032
861.8718,17,23276.388042
906.2813,18,23283.269684
790.2455,19,23290.56851
810.63434,19,23290.568574
836.43536,19,23290.568587
657.75323,24,23305.613203
851.18964,18,23325.021259
842.1824,18,23325.021324
794.7735,18,23325.021338
780.3362,19,23331.355713
793.29156,19,23331.355776
845.26556,18,23331.355789
817.076,18,23338.227484
841.149,18,23338.227545
855.1025,18,23338.227557
779.26215,19,23363.043516
894.3908,17,23379.673955
877.8942,17,23379.674019
868.9773,17,23388.179109
835.34485,18,23388.179163
835.05896,18,23394.649839
845.9972,18,23394.649898
853.5623,18,23402.365597
831.85645,18,23402.365656
781.8752,19,23410.807919
907.422,17,23422.310731
885.2829,17,23439.138851
845.8261,18,23448.140682
875.3824,17,23448.140741
878.13574,18,23455.380832
884.946,17,23455.380896
858.67865,17,23463.261608
791.28467,19,23469.665279
862.0638,18,23478.033281
755.57574,19,23478.033338
797.8175,19,23492.799798
857.15857,17,23509.049839
883.203,17,23517.53503
869.6939,18,23523.741157
769.0798,19,23533.570112
817.8365,19,23533.570173
865.11957,18,23533.570186
867.2787,18,23541.053155
857.56244,17,23541.053205
817.1328,18,23547.297128
853.14557,18,23559.928887
838.5571,18,23574.532789
834.5142,18,23581.329088
854.20593,18,23587.615946
868.23,17,23595.374386
874.65265,17,23595.374451
796.58466,19,23605.111912
833.06964,18,23605.111968
845.25305,18,23613.592999
775.3689,19,23613.593062
791.00574,19,23629.502821
855.2307,18,23643.495146
867.6743,17,23652.00237
841.038,18,23652.002431
746.48724,19,23663.939526
780.18616,19,23663.939588
840.321,18,23670.825203
869.7315,17,23670.825264
853.4851,18,23670.825278
894.0176,17,23670.825288
838.8126,18,23685.332758
890.23346,17,23698.052799
877.7324,17,23704.256524
875.7473,17,23704.256589
886.6937,17,23717.668424
829.759,18,23726.194694
860.7275,18,23733.832563
875.3036,18,23733.832626
765.9007,19,23740.248414
775.94165,19,23740.248478
895.4122,17,23755.074502
855.7515,17,23771.365416
882.5286,17,23771.365484
791.0534,19,23779.629384
844.4599,18,23797.753272
844.99243,18,23804.131685
870.13904,18,23811.574952
817.2475,18,23811.575014
777.07227,19,23823.462438
747.4773,19,23823.462501
899.4276,16,23835.433126
844.79486,18,23851.476431
293.93204,18,23851.476493
838.39734,18,23858.900638
860.9095,17,23870.684415
876.2961,17,23876.829595
868.4235,17,23884.727003
844.0764,18,23892.921735
849.99243,18,23902.63717
800.3677,18,23902.637235
828.21124,18,23913.541626
881.427,17,23928.330221
825.1589,18,23934.478497
892.6567,18,23941.112705
838.9979,18,23950.796881
844.22797,18,23957.128638
826.1953,18,23963.379767
831.00006,18,23969.586258
830.30896,18,23982.059349
838.8638,18,23982.059409
844.11664,18,23993.684932
827.3381,18,24009.980439
836.6447,18,24016.423027
848.75116,18,24022.823837
858.6323,17,24029.013854
799.8651,18,24038.855465
827.6087,18,24045.193553
812.8674,18,24052.694373
868.99506,17,24061.030373
814.9607,18,24070.200225
833.25195,18,24079.905615
877.321,17,24093.940542
814.76636,18,24104.719468
842.3442,18,24112.129612
823.9411,18,24118.377733
831.4961,18,24129.466462
845.85333,18,24135.745244
883.15076,17,24135.745305
824.6151,18,24146.625354
825.6451,18,24153.058934
883.1283,17,24160.871594
833.37726,18,24178.125047
848.0323,18,24189.19574
896.0587,17,24195.471234
845.7623,18,24195.471288
868.9899,18,24206.118579
846.0681,18,24212.458485
825.2312,18,24212.458549
860.2657,17,24222.13543
822.25616,18,24222.135491
836.39325,18,24234.048731
817.32654,18,24248.95483
856.1277,18,24259.173394
824.87427,18,24265.434143
817.3543,18,24265.434201
859.3859,18,24278.276267
850.8741,18,24285.597358
863.04095,18,24285.59742
816.8274,18,24296.638943
813.06824,18,24296.638999
834.0193,18,24308.553468
895.6886,17,24322.449328
873.34784,17,24341.252815
829.48596,18,24341.252875
843.0579,18,24349.896273
867.98987,17,24360.879615
892.1154,16,24360.879681
842.40924,17,24367.055316
842.0499,17,24379.485716
867.93524,17,24379.48578
846.2452,16,24387.167131
872.3438,18,24402.972664
827.9022,17,24412.728077
847.539,17,24412.728136
856.61194,17,24420.188029
901.5529,16,24427.687299
930.683,16,24434.07422
861.0507,17,24434.074276
895.80853,16,24443.788582
870.7589,17,24451.208272
878.1919,17,24458.777812
877.771,17,24474.657347
888.0178,16,24481.123813
869.2103,17,24487.622035
868.9563,17,24495.93359
861.3834,17,24503.43632
859.5812,17,24511.464726
866.3007,17,24511.464788
908.73914,16,24517.560549
886.12463,16,24523.622797
854.85474,17,24532.517222
894.6648,17,24548.486452
861.10706,17,24554.541736
888.0137,16,24554.541795
836.06793,17,24567.05053
868.0499,17,24574.527882
876.7142,16,24580.971412
883.1521,17,24580.971468
864.07074,17,24580.971482
873.6807,17,24591.632219
881.6763,17,24601.083577
899.91956,16,24615.91073
887.44684,17,24625.562524
795.55396,17,24625.562584
854.01166,17,24635.753934
879.2863,16,24641.869189
872.2134,17,24641.869248
855.34784,17,24647.971615
871.7511,17,24647.971678
909.38214,17,24657.390379
854.9948,17,24666.152853
864.4442,17,24682.281168
846.3157,17,24694.570446
868.03723,17,24694.570505
900.03436,16,24705.814856
880.53845,17,24705.814916
901.32495,17,24712.316214
864.5572,17,24720.838489
892.00726,17,24720.838551
909.6976,17,24730.497302
861.9098,17,24740.045656
852.49835,17,24755.818381
849.50464,17,24766.665988
837.0561,17,24766.666057
856.3386,17,24778.054981
883.12946,17,24778.055052
901.6735,16,24778.055065
893.6569,16,24786.155874
841.2906,17,24794.396196
858.2616,17,24803.992138
869.26215,17,24812.725377
890.71814,17,24827.798436
918.653,16,24835.310273
856.6544,17,24849.255444
859.18475,17,24860.489089
849.3326,17,24860.489152
840.7185,17,24860.489166
866.92065,17,24867.297639
893.25494,16,24867.2977
909.20764,16,24877.356353
895.9142,17,24889.577707
934.1626,16,24904.127359
868.0902,16,24911.852612
887.1079,17,24922.0478
898.46173,17,24932.452244
890.9652,17,24940.368842
875.3253,18,24940.368903
892.73773,18,24940.368917
885.206,18,24946.395323
881.33984,18,24954.799473
864.1344,18,24965.599318
892.6476,18,24979.575271
873.86,16,24987.06178
869.21014,18,24987.061847
912.31555,16,24998.020154
903.03204,16,25005.303905
896.1625,17,25005.303967
866.68,18,25005.303981
833.48956,18,25013.829678
877.93933,16,25020.240189
853.8013,18,25034.721301
862.637,17,25049.909827
873.38855,18,25059.611579
884.0027,18,25059.611634
927.91455,15,25059.611647
851.9353,18,25072.830352
890.97235,18,25072.830414
841.57684,18,25072.830428
875.37695,18,25078.95616
910.1094,17,25078.956219
868.7244,18,25092.904363
869.8497,18,25107.540813
888.82776,17,25113.51836
853.94965,18,25119.581414
852.1921,18,25119.581476
897.0886,17,25131.597741
865.20996,17,25131.597805
882.99554,18,25139.061881
900.52704,17,25139.06194
867.62537,18,25145.339506
913.07556,17,25159.641735
965.41565,16,25173.653771
878.6201,18,25173.653827
894.74866,17,25173.65384
902.5587,17,25181.110963
890.1844,18,25193.346203
906.1626,17,25193.346268
850.6075,18,25193.346282
894.05695,18,25199.195819
880.7517,18,25205.210992
867.87067,17,25216.851181
862.54755,18,25251.48575
862.54755,18,25251.485811
862.54755,18,25251.485824
862.54755,18,25251.485834
862.54755,18,25251.485844
862.54755,18,25251.485854
862.54755,18,25251.485863
862.54755,18,25251.485872
862.54755,18,25251.485882
862.54755,18,25251.485893
896.79205,15,25275.499094
853.3808,16,25282.776493
997.4066,16,25282.776555
909.71136,16,25282.776568
426.96936,16,25282.776578
775.2071,16,25282.776588
688.5636,16,25282.776597
348.20715,17,25288.894697
649.57153,21,25309.538929
665.0784,21,25309.538989
810.345,18,25330.045355
803.0926,17,25330.045416
809.469,18,25336.476432
839.2336,18,25336.476495
769.97406,18,25336.476509
803.41254,18,25336.47652
824.0511,17,25336.476529
799.9215,19,25344.102864
804.29193,18,25358.259254
801.5105,18,25358.259316
822.9453,17,25377.876801
818.9083,17,25384.257951
783.3642,18,25384.258006
807.8512,18,25392.261193
809.1568,18,25392.261253
790.6135,18,25392.261266
765.1963,19,25399.82332
806.8844,18,25399.823383
795.1589,18,25412.022737
796.0789,18,25412.022799
830.1591,18,25433.530327
785.7413,18,25440.102572
792.05164,18,25440.102635
818.01843,17,25440.102649
781.35187,18,25447.64282
784.34607,18,25447.642879
806.7644,18,25454.849311
814.6789,18,25454.849377
795.52075,18,25467.019275
794.98627,18,25467.019327
826.1451,17,25486.489755
742.80005,19,25493.61329
795.1811,18,25493.613356
810.13617,18,25493.613369
787.10876,18,25500.573662
818.9671,17,25500.573728
804.81165,18,25500.573742
782.87994,18,25507.839053
812.9549,17,25521.306176
777.1284,18,25527.519414
796.8171,18,25549.252395
792.2738,18,25556.575139
821.98596,17,25556.575199
787.3379,18,25556.575213
767.42395,18,25556.575223
822.0186,17,25556.575233
836.5204,17,25565.047965
737.71497,19,25572.478276
782.61334,18,25585.148317
800.36487,18,25592.640851
818.03674,17,25613.907707
811.68713,17,25620.064593
800.6718,18,25628.994041
782.8145,18,25628.994103
833.9723,18,25628.994116
774.6937,19,25636.568258
805.15497,18,25636.568316
789.6935,18,25642.820261
825.66754,17,25654.674388
797.1639,18,25666.330562
808.28735,17,25686.711582
805.7076,17,25696.624033
789.1972,18,25696.624091
796.0495,18,25707.433095
769.5803,18,25707.433161
798.05524,18,25714.625845
810.00433,18,25714.625908
818.873,17,25714.625922
825.4243,17,25724.33183
776.591,18,25734.397444
806.8621,17,25750.821682
764.3981,18,25761.721156
759.9574,19,25768.008653
734.7095,19,25774.389318
771.8782,18,25774.389377
736.98254,19,25774.38939
759.6894,19,25781.969747
724.3562,19,25781.969809
774.2839,18,25788.459126
784.3841,19,25799.320882
853.66095,17,25815.914981
747.93256,18,25831.413859
774.7205,18,25840.626025
835.2175,16,25840.626086
790.35724,18,25848.022019
763.4373,18,25848.022083
754.4973,19,25854.365003
791.477,18,25854.365063
769.67444,19,25866.452345
767.88837,19,25880.764027
789.71155,18,25893.905177
816.99713,18,25905.793783
781.1042,18,25913.447611
826.7582,16,25913.447674
806.0513,18,25913.447688
812.1792,18,25919.708387
828.3851,18,25926.204817
769.5327,19,25926.20488
808.3108,18,25937.794161
761.3346,18,25951.897598
793.09784,18,25965.029041
790.0582,18,25979.949418
788.4846,18,25986.305889
753.6133,18,25986.30595
796.30225,18,25986.305964
788.7258,19,25996.157223
774.2758,18,25996.157282
759.45654,18,25996.157295
817.58844,18,26007.906161
782.15845,18,26019.950029
801.34595,18,26034.626493
895.60333,16,26045.413528
802.6778,18,26057.554328
782.54846,18,26057.55439
771.9654,18,26057.554404
773.0704,18,26066.379492
807.5419,18,26066.379551
767.86383,19,26075.057806
811.7719,18,26083.579576
784.0817,18,26095.581258
765.8298,18,26110.972941
766.78204,19,26121.805923
718.09454,19,26133.348526
744.2209,19,26133.348592
757.92773,19,26133.348605
724.5358,19,26145.299959
751.95,19,26145.300032
812.7861,18,26152.476397
760.4496,19,26152.476459
819.464,18,26165.809935
794.2662,18,26188.53555
853.39746,16,26194.801556
787.027,18,26208.175362
784.04364,18,26208.175418
750.13654,19,26214.627156
808.7642,18,26221.115015
822.00494,18,26221.11509
783.64246,18,26227.597507
757.8613,18,26227.597564
814.0766,18,26241.656573
839.60803,18,26257.823781
832.2906,18,26264.295192
843.29755,18,26277.695504
849.76434,18,26277.695564
840.86536,17,26285.449504
821.02435,19,26291.7009
825.7641,18,26291.700958
806.771,18,26298.00749
822.1902,18,26298.007554
844.08685,17,26311.217326
815.0819,17,26324.600457
810.9314,19,26331.329475
853.0817,17,26345.546756
799.9607,18,26351.86738
817.7576,18,26362.846649
833.2204,17,26362.846705
819.6214,19,26362.846719
817.2612,19,26369.299458
833.20966,19,26375.652717
795.3428,18,26385.376244
819.18195,18,26399.838854
820.77563,18,26407.621059
836.49664,18,26419.666063
831.6867,18,26426.194818
825.3316,18,26437.167477
859.04974,18,26437.167538
823.12244,18,26437.167552
848.8549,18,26445.414369
841.3391,18,26453.307275
829.82385,18,26464.548174
828.0035,18,26478.902311
813.61865,18,26487.325747
819.07306,18,26499.442314
822.98584,18,26506.096812
837.0073,17,26512.651104
836.70715,18,26520.79177
829.5086,18,26520.791835
832.6331,18,26529.854274
833.14136,18,26538.327502
831.6569,18,26549.42735
792.64844,19,26565.127947
812.59503,19,26573.704476
840.9077,18,26586.789475
798.49786,19,26586.789533
834.41895,18,26593.022446
823.75,18,26599.353613
826.0981,18,26599.353674
844.3251,18,26606.358719
840.3679,18,26613.53424
837.0918,18,26624.555981
841.1095,18,26640.766566
842.3608,18,26646.947618
839.00867,18,26660.259474
799.4608,19,26667.682151
837.0303,18,26667.682215
816.3817,17,26667.682228
815.1041,17,26667.682238
803.9123,18,26679.744439
806.7483,18,26686.477
841.00836,18,26703.95166
843.4397,16,26718.470944
811.4991,18,26729.377704
906.79333,16,26738.966342
911.88477,16,26745.299623
838.0321,16,26745.299679
919.546,16,26745.299693
857.4526,16,26745.299703
928.46643,15,26753.732765
932.86523,16,26763.320765
899.34296,18,26776.671796
939.2285,15,26787.894676
942.8406,15,26798.429997
899.47015,15,26807.287996
925.5343,16,26817.901134
963.3928,16,26817.901197
910.3833,16,26817.901211
954.20886,15,26827.588216
891.53973,17,26827.588274
825.22253,19,26833.900128
921.0296,16,26845.63207
919.2589,16,26857.075288
933.3511,16,26868.335109
920.4687,16,26877.939442
895.6223,16,26890.285586
904.0581,18,26901.303781
934.6908,16,26901.303842
860.39386,18,26901.303856
936.50024,16,26901.303867
878.1363,17,26912.579488
951.33167,15,26923.759189
921.85535,16,26935.661659
909.0565,16,26948.961475
904.74805,16,26959.987563
930.87854,16,26972.073749
938.4115,15,26978.119583
946.51697,16,26984.696294
945.5499,16,26984.696354
935.8667,15,26992.195218
875.4608,17,26992.19528
902.71356,15,27003.810117
889.13336,18,27018.67684
913.86316,16,27027.197058
903.35986,15,27033.183825
947.3076,16,27045.36319
919.66016,16,27051.665845
944.4967,15,27051.665901
926.88416,16,27058.187143
889.2241,15,27058.187201
910.32526,16,27064.217357
884.38635,16,27075.295708
948.5902,15,27089.325999
946.63916,15,27095.574686
887.377,17,27095.574746
881.75397,16,27107.682665
940.8478,16,27114.606287
967.60535,15,27114.606342
912.0818,15,27114.606355
868.53534,18,27123.675306
925.56055,15,27131.121352
885.7036,18,27137.589242
914.3289,16,27154.780206
910.86835,16,27162.304758
887.2971,16,27162.30482
895.1814,15,27175.694144
934.9995,16,27185.796264
877.36523,16,27185.796327
934.6146,16,27185.79634
939.4248,15,27192.238928
934.42676,15,27198.639786
937.3307,15,27206.332753
974.5471,16,27221.746537
956.47974,15,27221.746595
892.3043,18,27252.821826
892.3043,18,27252.821888
892.3043,18,27252.821902
892.3043,18,27252.821912
892.3043,18,27252.821922
892.3043,18,27252.821931
892.3043,18,27252.82194
892.3043,18,27252.821949
892.3043,18,27252.821958
892.3043,18,27252.821967
808.19806,16,27285.100223
828.0131,16,27285.10029
896.0777,17,27291.991115
876.50903,17,27291.991182
878.15466,17,27291.991198
797.7691,17,27291.991207
778.12665,18,27298.506886
848.9805,18,27298.506949
801.2252,18,27298.506963
742.72815,19,27307.017209
819.251,18,27331.887423
864.30096,18,27331.887486
818.1694,18,27339.117035
828.8733,18,27339.117095
868.7158,18,27339.117109
819.8561,18,27339.117119
808.61835,17,27339.117129
866.57544,18,27346.732035
807.4849,18,27346.732092
747.7013,19,27357.597245
822.29767,18,27381.821714
820.66705,18,27381.821772
844.50726,17,27381.821785
832.90155,18,27390.350347
806.5392,18,27390.350409
827.12085,19,27397.721524
838.2632,18,27397.721588
845.1843,19,27397.721601
860.65735,19,27405.190791
818.321,19,27415.178082
830.6876,18,27439.938978
844.2021,18,27446.231066
853.55756,19,27446.231124
802.4738,18,27446.231138
819.9543,19,27446.231148
876.1003,18,27452.792367
820.1539,18,27452.792427
803.5005,18,27460.417762
764.9041,19,27460.417822
876.05945,18,27470.000315
843.66235,17,27491.654254
843.7215,18,27502.10358
777.36273,18,27502.103641
852.3193,18,27502.103655
801.58527,18,27509.631151
775.2064,19,27509.63121
863.6877,18,27509.631223
809.8673,17,27509.631234
808.32245,18,27518.303238
824.7972,18,27528.135786
812.5093,19,27551.17234
824.9251,18,27557.44916
822.0713,17,27557.449218
833.15796,18,27566.0165
799.4595,19,27566.016568
791.4049,19,27566.016581
761.3564,19,27572.694531
753.23535,19,27572.694597
766.5123,19,27578.931305
826.1136,18,27587.535397
820.1977,18,27617.979401
823.29285,18,27626.157303
816.0744,18,27626.157366
838.5242,16,27632.710621
853.9361,18,27632.710684
833.13715,18,27640.796603
881.81274,18,27640.796675
770.35803,19,27640.796687
758.76294,19,27640.796695
851.80334,19,27651.396263
835.80585,17,27673.039981
834.06964,17,27673.040042
900.5209,18,27673.040054
901.2176,17,27680.625189
890.14734,18,27688.025381
897.29846,17,27688.025447
897.45764,17,27688.025459
919.9614,17,27688.025467
893.8065,18,27696.5911
906.3537,17,27706.124536
916.4993,17,27729.765079
893.615,17,27729.765144
827.99536,18,27735.735674
904.6169,17,27735.735729
900.9912,17,27741.64486
913.908,17,27741.644919
877.4655,18,27748.90123
896.53577,18,27748.901297
908.45245,17,27748.901311
922.54034,17,27761.069538
926.655,17,27783.266532
914.74536,17,27783.266588
916.2935,17,27789.622686
909.20844,17,27789.622751
895.43066,17,27796.192193
914.68134,17,27796.192252
898.19904,17,27803.752792
906.84705,17,27803.752858
879.38794,18,27811.352236
912.8427,17,27819.173972
904.80237,17,27841.426755
905.9079,17,27841.42681
923.7874,17,27847.999692
915.1013,17,27847.99975
912.5679,17,27855.697972
917.36096,17,27855.698035
912.6507,17,27862.251595
931.71204,17,27862.251652
910.0399,17,27871.696118
879.2269,18,27871.696171
913.3305,17,27893.39436
901.32935,17,27893.394423
903.01776,17,27901.832173
910.36304,17,27901.832237
905.68884,17,27909.098332
912.4659,17,27909.098397
901.02386,17,27916.238156
922.5299,17,27916.238222
916.39417,17,27926.133269
907.7593,17,27926.133329
916.51965,17,27947.694377
914.51306,17,27947.69444
898.2654,17,27954.722105
907.79456,17,27954.722171
905.1994,17,27962.247682
917.27606,17,27962.24774
914.8288,17,27968.199778
905.3073,18,27974.171715
920.6789,17,27981.014465
907.66376,17,27981.014527
911.7022,17,28010.177087
888.92535,18,28016.861028
903.74634,17,28016.861089
907.37134,17,28016.861102
915.6178,17,28024.149468
917.59155,17,28024.149531
905.15234,17,28030.578206
914.26,17,28038.44141
879.2448,18,28048.417445
881.8099,18,28048.4175
768.44885,17,28070.62545
736.8173,19,28077.05878
803.6698,18,28084.606333
729.2074,19,28084.606397
794.7137,18,28084.606411
11.379921,17,28084.606421
750.63007,19,28084.606431
736.22174,19,28095.790655
637.44995,19,28105.658888
752.3799,19,28105.658948
753.9254,18,28127.754099
613.1795,19,28127.754155
795.04034,18,28135.284392
739.9579,18,28135.284462
734.4837,18,28135.284476
730.28094,18,28135.284486
749.5173,18,28135.284496
680.15985,18,28147.467128
797.3791,18,28157.291619
763.1359,19,28165.918996
804.583,18,28188.013669
783.6847,17,28188.01373
727.80066,18,28188.013743
795.1355,18,28194.566933
-104.12739,18,28194.566989
708.72485,19,28201.431183
696.9762,19,28201.431261
811.0187,18,28213.591006
765.69666,17,28221.104938
788.59546,18,28233.341528
744.6311,18,28254.533314
740.90405,18,28254.533373
751.1643,19,28261.905941
741.86945,18,28261.906003
208.74841,18,28261.906017
785.2284,18,28271.054302
769.5708,18,28271.054364
713.3425,19,28282.260119
788.2857,18,28282.26018
630.9454,19,28293.676432
783.1138,18,28314.627974
240.93854,17,28314.62804
730.8506,19,28321.090075
791.32855,18,28321.090133
737.1746,18,28321.090147
784.2862,18,28327.362096
747.3812,19,28333.821956
754.17865,18,28344.534786
777.7373,18,28344.534848
732.3851,19,28357.020287
-250.86874,18,28377.400264
534.5161,18,28377.400329
-11.509499,18,28384.218701
795.3004,18,28384.218767
779.78076,18,28384.218781
720.68555,18,28390.754553
773.7674,18,28399.345522
764.2022,18,28410.608793
730.13275,19,28417.982509
724.74945,18,28439.548329
830.38715,16,28456.761956
701.348,16,28464.453562
780.80536,17,28464.453624
779.62274,16,28464.453638
762.2659,17,28474.439053
775.85,17,28482.093447
786.8277,16,28482.093514
773.0758,17,28492.816491
748.7624,17,28502.430508
783.4976,15,28509.217864
798.9179,16,28528.773833
786.33777,16,28535.270345
724.4988,17,28544.375206
798.7208,16,28544.375271
774.4447,17,28544.375284
770.28937,16,28551.064591
767.4807,16,28551.064653
760.8,17,28563.717182
785.15497,16,28570.912649
743.60364,18,28577.626314
801.7569,16,28594.071494
799.36,16,28600.626197
767.8933,16,28607.262271
761.5637,17,28614.045849
706.2361,17,28614.045912
747.3559,16,28614.045925
772.34357,17,28620.526561
774.29767,17,28635.317104
760.50397,17,28644.062331
733.00653,17,28652.623441
745.4167,17,28668.173876
740.1535,17,28677.851797
788.5887,16,28685.886824
769.66693,16,28685.886884
727.10626,17,28685.886898
733.96875,17,28694.488127
765.2078,17,28704.072749
774.18945,16,28715.672697
791.16376,16,28723.490589
752.40643,17,28733.769352
743.8132,17,28751.438715
789.3588,16,28758.89444
742.36774,17,28758.894503
777.5428,16,28758.894517
771.93555,17,28767.702876
751.79156,16,28767.70294
775.25903,17,28777.794385
718.6733,18,28791.336254
776.134,17,28791.336311
753.1107,16,28800.900201
768.8855,16,28817.296344
790.84143,16,28826.850145
751.7757,17,28833.5286
786.4861,16,28833.528665
707.8859,18,28840.098161
718.6578,17,28840.098217
748.3723,17,28852.338876
735.70026,17,28866.64091
748.97375,17,28866.640971
741.61304,17,28875.180829
760.16284,17,28893.927774
789.185,15,28901.936795
764.7428,17,28901.936857
809.37555,16,28909.52444
767.3492,17,28909.524503
763.299,17,28909.524516
730.3907,17,28921.537811
773.2485,16,28933.007282
770.02527,16,28939.778842
766.5074,17,28939.778903
785.8672,16,28966.654663
781.4149,16,28976.688267
775.757,16,28976.688327
766.9773,16,28984.866779
761.4796,16,28984.866843
765.14795,17,28993.188206
685.828,19,29009.186896
745.1511,17,29021.349248
776.12195,17,29021.349313
706.937,18,29021.349327
752.6358,17,29062.862172
752.6358,17,29062.862238
752.6358,17,29062.862252
752.6358,17,29062.862263
752.6358,17,29062.862272
752.6358,17,29062.862281
752.6358,17,29062.86229
752.6358,17,29062.862299
752.6358,17,29062.862309
752.6358,17,29062.862319
720.0128,16,29091.182482
546.2755,16,29091.182542
698.727,16,29091.182556
717.42535,16,29091.182567
732.29645,17,29097.933345
676.6623,17,29097.933413
754.73505,18,29105.559874
748.1329,18,29105.559934
756.58514,18,29105.559947
750.52124,20,29118.153887
743.39935,17,29142.517223
740.4363,17,29142.517286
770.72424,17,29142.517299
761.9571,17,29142.517308
744.38367,17,29149.248072
758.8548,17,29149.248132
772.0312,17,29155.939967
760.06305,17,29155.94002
718.9642,18,29163.710625
758.57983,17,29171.299102
763.1137,17,29196.552724
759.39136,17,29196.552789
749.3696,17,29196.552802
753.026,17,29205.123441
723.00684,18,29214.201639
751.3295,17,29214.201695
733.57434,19,29214.201709
764.6505,17,29214.201719
759.22034,17,29220.919245
738.81433,17,29227.646413
754.61505,17,29253.190394
748.87573,17,29253.190461
751.08044,17,29253.190484
750.24634,17,29264.439165
754.8077,17,29264.439225
731.427,17,29264.439239
757.2491,18,29264.439249
