#{"t_start": 1709266852.2779326, "env_id": "None"}
r,l,t
985.4551,15,12625.33537
1002.99084,14,12630.580258
987.6332,15,12635.8989
984.7478,14,12635.898954
979.40027,15,12635.898967
983.4679,15,12635.898977
992.34827,15,12635.898987
977.9675,14,12654.21332
970.04504,14,12654.213384
993.23364,14,12654.213398
983.3943,14,12660.726509
733.5187,15,12660.726573
975.2683,14,12666.606877
975.3014,14,12666.606937
995.2645,14,12666.60695
978.9475,14,12666.60696
997.78906,14,12666.606968
968.5718,14,12679.378119
985.0747,14,12679.378181
959.44104,14,12679.378192
968.1681,14,12685.433649
1001.36865,14,12685.433714
970.29663,14,12692.027976
958.3795,14,12692.028036
1005.45557,14,12692.02805
955.76733,14,12692.02806
984.85,15,12697.258952
979.17456,14,12708.132479
972.30334,14,12708.132539
984.5299,14,12708.132552
997.4597,14,12714.218896
964.6211,14,12714.218955
994.61633,14,12720.242269
1007.0553,14,12720.24233
986.1283,14,12720.242343
953.2744,14,12720.242356
974.8302,14,12726.984504
966.401,14,12738.71993
984.83044,14,12738.719988
958.9916,14,12738.720002
979.1698,14,12745.943638
982.9979,14,12745.943698
996.2811,14,12752.963213
971.39185,14,12752.963268
980.7269,14,12752.963281
974.8733,14,12752.963291
969.44775,14,12759.476194
990.25415,14,12772.659679
990.29565,14,12772.659742
986.5648,14,12772.659756
948.7195,14,12779.798955
961.423,14,12779.799021
1007.0233,14,12786.36413
985.8823,14,12786.364193
991.72473,14,12786.364207
963.1859,14,12786.364217
951.62683,14,12791.722317
974.21375,14,12805.504739
977.9833,14,12805.504797
999.9833,14,12805.504811
980.19226,14,12811.798934
987.667,14,12811.798997
973.75244,14,12817.157162
988.51135,14,12817.157223
962.25073,14,12817.157237
966.12366,14,12817.157247
977.8004,14,12822.374165
988.4702,14,12834.062681
972.1515,14,12834.062735
983.45044,14,12834.062747
962.4612,14,12840.893475
963.95715,14,12840.893538
943.40015,14,12847.154064
963.8518,14,12847.154125
954.41284,14,12847.154139
986.9369,14,12847.154149
988.8202,14,12853.154875
965.07056,14,12865.797181
957.3458,14,12865.797242
996.5095,14,12865.797265
978.4269,14,12871.749316
981.95605,14,12871.749375
981.80457,14,12877.105395
964.55457,14,12877.10545
962.94543,14,12877.105463
1004.6382,14,12882.379604
720.3966,16,12890.451625
950.5403,14,12908.41083
992.9813,14,12908.410891
997.01135,14,12908.410904
988.7103,14,12915.012058
942.93396,14,12915.012118
963.8589,14,12921.800496
964.5696,14,12921.800556
951.4392,14,12921.800569
990.6432,14,12927.112762
955.66943,15,12937.263926
960.1167,15,12950.545475
983.958,15,12950.54554
996.82886,15,12950.545554
985.34937,15,12957.619549
981.59155,15,12957.619625
979.39966,15,12963.736671
982.3635,15,12963.736734
978.4949,15,12963.736747
967.85,15,12969.056849
981.9558,15,12978.949453
976.96155,15,12990.373694
979.25635,15,12990.373756
984.34924,15,12990.37377
951.40295,15,12996.317302
961.9166,15,12996.317358
962.5973,15,13002.564371
984.8827,15,13002.564431
997.2147,15,13002.564444
958.7396,15,13008.708497
978.7831,15,13016.836238
957.34607,15,13028.527363
977.7534,15,13028.527424
953.6511,15,13028.527438
947.5437,15,13034.494189
970.2023,14,13034.494248
1000.4791,15,13034.494261
972.12427,15,13039.87514
965.11365,15,13039.875196
954.4907,15,13047.145631
952.69385,15,13057.353761
967.1134,15,13068.81354
962.10156,15,13068.813599
977.3534,15,13068.813612
972.01245,15,13074.712706
972.1166,15,13074.712765
979.4374,15,13074.712778
961.5941,15,13081.160849
971.90625,15,13081.16091
966.3921,15,13086.938285
973.85645,14,13092.36158
970.88196,14,13106.050014
994.03577,15,13112.243814
987.99634,15,13112.243872
986.7103,15,13119.228358
983.57214,15,13119.228418
978.2661,15,13119.228431
994.76013,15,13125.159979
950.74414,15,13125.160036
965.48206,14,13131.279103
981.2345,15,13131.279164
977.9264,15,13143.448003
962.27563,15,13149.640382
961.5415,15,13149.640442
964.15173,15,13156.232753
979.6002,15,13156.232816
976.9652,15,13156.23283
981.6692,15,13162.545325
989.39307,15,13162.545384
972.87024,15,13168.628858
983.2145,15,13168.628916
966.6846,15,13181.1344
959.5233,15,13187.395946
966.65906,15,13187.396003
974.64734,15,13194.523341
957.80457,15,13194.523399
963.56287,15,13194.523412
974.60803,14,13200.206237
956.516,15,13200.2063
992.4912,15,13200.206313
950.4911,15,13207.058308
962.9828,15,13226.654583
994.09546,15,13232.874678
984.3616,15,13232.874738
991.96545,15,13238.887735
984.22485,15,13238.887793
984.31384,14,13238.887805
972.0397,15,13238.887815
976.0442,15,13245.418036
998.5852,15,13245.418097
964.4824,15,13250.715916
1035.0734,15,13262.727767
1026.3674,15,13269.796488
1023.2388,15,13269.796547
1012.548,15,13276.055113
1001.17944,15,13276.055166
1017.4458,15,13276.055179
983.0189,15,13276.055189
997.8058,15,13281.426164
1025.7957,15,13281.426216
986.3832,15,13286.742943
985.09314,15,13300.99785
1014.6454,15,13306.276075
1006.32874,15,13306.276131
1011.948,15,13312.473562
1007.33093,15,13312.473626
1015.5762,15,13312.47364
1016.4614,15,13312.473651
998.0242,15,13319.373332
993.5541,15,13319.37339
1007.40796,15,13324.730461
1008.22644,15,13344.767116
1008.22644,15,13344.767176
1008.22644,15,13344.76719
1008.22644,15,13344.7672
1008.22644,15,13344.76721
1008.22644,15,13344.767219
1008.22644,15,13344.767229
1008.22644,15,13344.767238
1008.22644,15,13344.767247
1008.22644,15,13344.767258
999.53455,15,13358.198732
-767.84985,15,13358.198802
1000.64404,15,13358.198816
991.98474,15,13358.198827
1007.1273,15,13358.198837
-869.5349,15,13358.198846
992.3744,15,13358.198856
-855.6403,16,13365.534828
-819.23956,16,13365.534886
-1154.4257,16,13365.534899
1030.2244,15,13379.813844
995.81616,15,13379.813907
1028.0514,15,13379.81392
1010.7622,15,13379.813931
1032.4106,15,13379.81394
996.3098,15,13379.813949
1005.8926,15,13379.813958
1035.8914,15,13386.89075
987.18555,15,13386.890807
1030.9556,15,13386.890821
989.95935,15,13400.130825
981.31055,15,13400.130877
1020.57947,15,13400.13089
1001.57556,15,13400.130901
1009.322,15,13400.130911
1004.1864,15,13400.13092
997.43677,15,13400.130929
986.4164,15,13405.966386
1011.0443,15,13405.966438
1009.6992,15,13405.966451
994.9757,15,13420.020628
1018.3634,15,13420.020688
1013.59753,15,13420.020701
1014.6133,15,13420.020711
1024.4918,15,13420.02072
1002.8832,15,13420.02073
1017.53015,15,13420.020739
1019.79224,15,13426.246657
1037.6355,15,13426.246717
1001.3744,15,13426.24673
1028.6053,15,13439.614678
973.2167,15,13439.614738
1017.9485,15,13439.614752
1016.4558,15,13439.614761
1012.245,15,13439.614771
1020.6459,15,13439.61478
1042.0156,15,13439.61479
1030.3438,15,13445.831874
1049.722,15,13445.831936
1018.7876,15,13445.831949
955.7361,15,13468.821165
981.3345,15,13468.821234
949.6686,15,13468.821248
972.02527,15,13468.821258
978.2368,15,13468.821268
961.9586,15,13468.821278
959.86975,15,13468.821287
954.81665,15,13475.241025
970.31384,15,13475.241084
969.8054,15,13475.241097
961.7086,15,13488.493334
957.7252,15,13488.493382
988.4293,15,13488.493395
970.98645,15,13488.493405
955.5939,15,13488.493415
952.0143,15,13488.493424
978.7908,15,13488.493434
984.7666,15,13494.437192
975.31616,15,13494.437245
969.72754,15,13494.437259
960.69727,15,13507.798419
984.82214,15,13507.798478
999.0193,15,13507.798491
962.662,15,13507.798502
968.074,15,13507.798511
983.3705,15,13507.79852
975.79456,15,13507.79853
984.11316,15,13513.130969
987.7888,15,13513.13103
984.6277,15,13513.131042
985.48987,15,13527.110381
961.8098,15,13527.110439
964.05896,15,13527.110452
966.15906,15,13527.110463
969.49414,15,13527.110472
986.5536,15,13527.110482
989.94385,15,13527.110492
976.1212,15,13533.137396
987.63416,15,13533.137458
970.16406,15,13533.137471
998.3917,14,13547.072711
981.04224,15,13547.072775
981.28,15,13547.072789
993.62463,15,13547.072799
994.9509,15,13547.072809
963.22095,15,13547.072818
986.7234,15,13547.072827
986.66956,15,13547.072836
989.9177,15,13552.251639
972.0668,15,13552.251696
1003.4027,15,13567.123767
957.1743,15,13567.123823
994.6566,15,13567.123837
981.45825,15,13567.123847
961.66077,15,13567.123856
970.7809,15,13567.123865
971.1244,15,13567.123874
988.2938,15,13567.123884
965.0973,15,13572.527102
979.5419,15,13572.52716
975.2417,15,13586.911271
1008.9729,15,13586.911339
983.8832,15,13586.911353
962.3944,15,13586.911364
979.7816,15,13586.911373
982.60876,15,13586.911383
952.94666,15,13586.911392
995.5442,15,13586.911402
961.28564,15,13593.579692
966.30054,15,13593.57975
968.38696,15,13607.534207
981.0043,15,13607.534267
986.1312,15,13607.53428
954.4968,15,13607.534291
978.0176,15,13607.5343
960.86206,15,13607.534309
983.86084,15,13607.534319
966.77527,15,13607.534328
990.8059,15,13613.371531
967.1211,15,13613.371597
987.21826,15,13634.270668
988.53394,15,13634.270731
1002.56274,15,13634.270745
983.70984,15,13634.270756
1007.1787,15,13634.270765
984.21545,15,13634.270775
977.75806,15,13634.270784
1000.2833,15,13634.270793
990.496,15,13640.977135
995.819,15,13640.977194
995.02246,15,13655.646231
997.6902,15,13655.646284
990.7134,15,13655.646297
1000.20703,15,13655.646308
989.10767,15,13655.646317
966.83044,15,13655.646327
982.4524,15,13655.646336
990.80945,15,13655.646346
971.8396,15,13661.71962
990.822,15,13661.719673
982.41675,15,13676.238532
986.1824,15,13676.238599
977.77405,15,13676.238612
966.63306,15,13676.238622
988.91724,15,13676.238631
1002.55066,15,13676.238641
995.66394,15,13676.238651
994.9347,15,13676.238659
992.27576,15,13681.637672
988.26575,15,13681.637739
993.923,15,13695.822941
995.98267,15,13695.822989
1001.5702,15,13695.823001
978.1322,15,13695.823012
984.0924,15,13695.823021
973.1847,15,13695.82303
1000.14966,15,13695.82304
975.8489,15,13695.823049
973.15674,15,13702.507108
995.8684,15,13702.507169
984.2501,15,13717.662806
997.537,15,13717.662867
996.8314,15,13717.662881
1001.4706,15,13717.662891
986.19116,15,13717.6629
1002.8391,15,13717.662909
986.60693,15,13717.662918
986.30273,15,13717.662928
979.4331,15,13723.948236
974.12756,15,13723.948294
995.63684,15,13738.325136
982.67285,15,13738.325195
1011.57166,15,13738.325217
982.9232,15,13738.325228
998.1267,15,13738.325237
985.73035,15,13738.325246
996.6061,15,13738.325255
984.197,15,13738.325267
992.0729,15,13744.914123
1005.921,15,13744.914184
986.9346,15,13760.34534
974.5408,15,13760.3454
991.32776,15,13760.345413
992.1085,15,13760.345424
982.8197,15,13760.345434
999.76575,15,13760.345443
999.55676,15,13760.345452
983.4281,15,13760.345461
968.3356,15,13765.845952
992.5477,15,13765.846005
990.07825,15,13780.609787
978.56726,15,13780.609849
996.4418,15,13780.609864
981.041,15,13780.609874
1004.35913,15,13780.609884
981.13855,15,13780.609893
987.2208,15,13780.609903
993.2765,15,13780.609912
988.4794,15,13786.719768
1011.6039,15,13786.719822
953.12256,15,13808.952652
962.5408,15,13808.952709
955.9166,15,13808.952723
949.244,15,13808.952733
949.7129,15,13808.952742
921.9026,16,13815.989403
912.80334,16,13815.989462
924.6809,16,13815.989475
920.8546,16,13822.10062
931.56396,16,13822.100682
949.18567,15,13835.533863
954.8434,15,13835.533915
941.0985,15,13835.533928
933.61426,16,13841.502234
962.35,15,13841.502298
945.5016,16,13841.502311
954.8589,15,13841.502322
955.4042,15,13849.133067
922.0302,16,13849.133124
939.59143,16,13856.892015
962.47424,15,13869.953505
951.0188,15,13876.646172
920.52246,16,13876.646235
918.89667,16,13876.646248
909.3076,16,13883.72483
925.80725,16,13883.72489
971.265,15,13883.724903
960.21204,15,13883.724913
914.8817,16,13883.724923
953.7283,15,13890.396055
952.6422,15,13904.305239
907.70514,16,13904.305296
946.9584,15,13904.30531
951.12476,15,13910.961407
941.4149,15,13910.961472
957.8384,15,13910.961486
909.3018,16,13910.961496
909.0242,16,13918.054798
917.08105,16,13918.054852
923.1503,16,13926.125302
964.95496,15,13939.145423
959.0709,15,13939.145481
954.02295,15,13946.008975
918.60394,16,13946.009039
957.65405,15,13946.009053
931.2002,16,13952.07025
930.62756,16,13952.07031
948.84875,15,13952.070323
916.33325,16,13957.594263
924.45886,16,13963.926869
917.175,16,13977.926075
914.558,16,13977.92613
971.33386,15,13977.926143
953.35266,15,13977.926154
951.6843,15,13984.354339
953.6704,15,13984.354396
925.3545,16,13984.354409
928.3937,16,13990.375491
944.60645,15,13990.375545
978.33215,15,13995.922589
949.0751,15,14011.035075
926.2532,16,14011.035139
908.4455,16,14011.035152
929.79675,16,14011.035163
918.1449,16,14011.035172
915.2257,16,14017.856589
951.5836,15,14017.856649
919.73364,16,14017.856662
963.63513,15,14023.406335
920.78204,16,14023.406394
950.2627,15,14037.481257
951.16785,15,14037.481315
942.70703,15,14037.481329
962.05664,15,14044.373465
924.0653,16,14044.373527
913.6456,16,14044.37354
958.275,15,14044.37355
963.1279,15,14050.4767
908.7696,16,14050.47675
924.3086,16,14064.221415
966.66736,15,14077.41653
969.7229,15,14077.416589
954.88586,15,14077.416602
958.3369,15,14083.500664
973.692,15,14083.500725
965.2019,15,14083.500738
952.3292,15,14083.500748
963.9547,15,14088.888941
962.4822,15,14088.888999
991.58594,15,14094.182389
990.3932,15,14108.59229
963.9463,15,14108.592355
955.8313,15,14108.592368
961.9972,15,14114.461025
945.2189,15,14114.461088
940.7833,15,14114.461102
953.10474,15,14114.461112
962.2029,15,14119.809984
1007.4957,15,14119.810048
967.8856,15,14125.240458
957.17883,15,14138.362839
963.2134,15,14138.362897
951.48755,15,14138.36291
989.6516,15,14144.895861
967.5812,15,14144.895921
986.542,15,14144.895934
968.8198,15,14144.895945
971.4287,15,14151.865457
966.67834,15,14151.865521
964.34875,15,14157.602142
957.39355,15,14170.788027
952.4154,15,14170.788085
953.75085,15,14170.788099
954.85876,15,14176.281381
974.8019,15,14176.281441
966.42065,15,14176.281455
974.0243,15,14176.281465
990.6719,15,14182.409557
978.2158,15,14182.409614
988.8169,15,14199.718408
988.8169,15,14199.718468
988.8169,15,14199.718482
988.8169,15,14199.718492
988.8169,15,14199.718501
988.8169,15,14199.71851
988.8169,15,14199.71852
988.8169,15,14199.718529
988.8169,15,14199.718538
988.8169,15,14199.718566
-713.94696,15,14214.360221
-878.88385,15,14214.360291
936.05664,15,14214.360305
-670.2641,15,14214.360316
963.45886,15,14214.360326
922.8607,15,14214.360336
914.8262,15,14214.360345
912.1717,15,14214.360354
891.47046,15,14214.360364
-1071.2593,16,14221.126412
989.6439,15,14235.807322
974.7472,15,14235.807378
965.4115,15,14235.807392
968.98035,15,14235.807402
960.0453,15,14235.807412
964.66846,15,14235.807421
955.80286,15,14235.80743
970.11145,15,14235.80744
959.3357,15,14235.807449
947.5392,15,14241.157866
962.90076,15,14255.955382
965.8192,15,14255.955445
970.4584,15,14255.955459
973.6649,15,14255.955469
953.5868,15,14255.955478
967.3108,15,14255.955488
983.7322,15,14255.955498
973.93335,15,14255.955507
978.2328,15,14255.955516
946.9911,15,14263.294659
932.9623,15,14277.982634
964.1522,15,14277.98269
945.9651,15,14277.982703
973.855,15,14277.982713
1007.69653,15,14277.982722
955.57166,15,14277.982732
962.0365,15,14277.982741
963.0646,15,14277.98275
972.0801,15,14277.982759
953.42334,15,14291.672655
1009.1211,15,14307.769762
1003.0082,15,14307.769827
970.5625,15,14307.76984
991.2462,16,14313.729381
968.2656,16,14313.729426
975.9883,16,14313.729432
974.95764,16,14313.729436
981.88196,16,14313.72944
971.693,16,14313.729444
962.4352,16,14320.922248
1008.91724,15,14335.38453
1001.2258,15,14342.251718
999.62256,15,14342.251772
988.739,16,14342.251786
984.2511,16,14342.251796
950.807,16,14348.150797
984.39294,16,14348.150855
980.5371,16,14348.150868
967.2932,16,14348.150878
982.3523,16,14353.731771
990.9331,16,14368.512385
961.07166,16,14374.438585
1001.34985,15,14374.438642
987.6289,16,14374.438656
-733.14014,16,14374.438666
964.56055,16,14374.438676
968.4689,16,14380.46416
984.28577,16,14380.464218
980.1228,16,14380.464231
956.85376,16,14387.864137
970.38086,16,14401.90204
986.9839,16,14408.186597
983.71094,15,14408.186661
-645.16724,16,14408.186674
964.7335,16,14408.186685
973.0867,16,14408.186694
986.9769,16,14408.186703
991.235,15,14414.731798
983.10156,16,14414.731857
982.2384,16,14414.731871
1019.1306,15,14429.749577
1012.4938,15,14435.661877
998.42346,15,14435.661927
1013.7218,15,14435.661941
1011.7068,15,14435.661951
1013.4552,15,14442.628208
997.817,16,14442.628267
974.4823,16,14442.62828
962.749,16,14449.442391
984.7628,16,14449.444218
1000.78235,15,14463.135651
976.40234,16,14463.13571
1015.0321,15,14463.135723
965.86523,16,14469.070785
1003.7766,15,14469.070848
961.6986,16,14469.070861
963.78955,16,14475.095847
957.0923,16,14475.095906
973.90015,16,14481.343879
